QuestFlag,Server,Verified Conquest,Verified Levistras,Quest,Url,Info,Hint,Repeatable
maruunstarted,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,Enter the per m resonant portal. In al arqas.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruuntestweek1,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,Use the test portal in the week 1 dungeon.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruuntimeout,,Verified,Verified,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,When you finish week1 this auto flags.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,TRUE
maruunvirindiconfronted,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,See Jean; Luc.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruunweek1done,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,Make a choice in first resonant portal.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruunweek2done,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,See Marcus Manfried; Resonant Portal.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruunweek3done,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,See Resonant Portal; Marcus Manfried.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruunweek4done,,Verified,Verified,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,See Marcus Manfried.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maskdirectoroct01,,Verified,Verified,New Singular Repositories,https://acportalstorm.com/wiki/New_Singular_Repositories,Obsidian Director Mask. Find/use Obsidian Director's Mask.,Zaikhal 13.7N 0.1E - Speak with Ecorto the Lost Director - Singular Pyreal Repository 4.2S 8.9E - Singular Chorizite Repository 77.3S 51.6E - Singular Obsidian Repository 55.9S 64.8W - Seat of the New Singularity,TRUE
masknoir1,,Verified,,Noir Assassination Investigation,https://acportalstorm.com/wiki/Noir_Assassination_Investigation,You're wearing the bandit mask. See Argyle.,Lytelthorpe 0.9N 51.1E - Speak with Guard Chandler Hammett - Read Sign at Cragstone 25.4N 49.2E or Hebian-To 39.0S 82.9E or Zaikhal 13.5N 0.7E - Speak with Dame Brinna O'Shea - Nanto Tree Portals 47.3S 83.4E - La Casa del Noir MacNiall's Freehold - Speak with Gentleman Jake Hawkins 74.5S 92.3E - Bandit Hideout - Bandit Hideout Prison - Lytelthorpe - Speak with Dame Brinna O'Shea,FALSE
masknoir1pickup,,Verified,Verified,Noir Assassination Investigation,https://acportalstorm.com/wiki/Noir_Assassination_Investigation,You've picked up the bandit mask.,Lytelthorpe 0.9N 51.1E - Speak with Guard Chandler Hammett - Read Sign at Cragstone 25.4N 49.2E or Hebian-To 39.0S 82.9E or Zaikhal 13.5N 0.7E - Speak with Dame Brinna O'Shea - Nanto Tree Portals 47.3S 83.4E - La Casa del Noir MacNiall's Freehold - Speak with Gentleman Jake Hawkins 74.5S 92.3E - Bandit Hideout - Bandit Hideout Prison - Lytelthorpe - Speak with Dame Brinna O'Shea,TRUE
maskofblackwater_pickup,,Verified,Verified,Tanada Temple of Black Water Quest,https://acportalstorm.com/wiki/Tanada_Temple_of_Black_Water_Quest,Player has picked up the Mask of the Watcher of Black Water.,Speak with Pau Yajin 28.8S 59.4E - Black Water Temple 24.2S 57.1E - Kill Black Water Gatekeeper - Kill Master of the Depths - Black Water Temple final dungeon - Kill Watcher of the Black Water,TRUE
mastersealturnedin,,Verified,Verified,Rytheran's Master Seal,https://acportalstorm.com/wiki/Rytheran's_Master_Seal,Gave Rytheran's Master Seal to Master's Sentinel.,Graveyard of Despair 65.6S 43.9W - Neydisa Castle north,FALSE
mastersmessageshardpickuptimer,,Verified,Verified,Apostate Excavation Investigation,https://acportalstorm.com/wiki/Apostate_Excavation_Investigation,Player has picked up Excavation Masters Message Shard.,Cragstone 25.7N 48.8E - Speak with Felizio Calmasi - Apostate Excavation 24.6S 56.2W - Speak with Diyas al-Yat at Zaikhal 13.8N 0.1E - Speak with Felizio Calmasi,TRUE
mastersvoicecomplete0710,,Verified,Verified,His Master's Voice,https://acportalstorm.com/wiki/His_Master's_Voice,Completed His Master's Voice - Handed Tomb Rubble to Ssavashka the Devoted.,Speak with Ssavashka the Devoted 42.7S 46.6W - Font of the Eternal Harvester 42.7S 46.6W - Eternal Harvester - Crypt of Adhorix 42.7S 46.6W - Tomb of Adhorix - return to Ssavashka the Devoted 42.7S 46.6W,FALSE
mastersvoicerubbleacquired,,Verified,Verified,His Master's Voice,https://acportalstorm.com/wiki/His_Master's_Voice,His Master's Voice Tomb Rubble Acquired.,Speak with Ssavashka the Devoted 42.7S 46.6W - Font of the Eternal Harvester 42.7S 46.6W - Eternal Harvester - Crypt of Adhorix 42.7S 46.6W - Tomb of Adhorix - return to Ssavashka the Devoted 42.7S 46.6W,FALSE
mastersvoicestarted_0511,,Verified,,His Master's Voice,https://acportalstorm.com/wiki/His_Master's_Voice,Flagging for start of quest. See Ssavashka the Devoted.,Speak with Ssavashka the Devoted 42.7S 46.6W - Font of the Eternal Harvester 42.7S 46.6W - Eternal Harvester - Crypt of Adhorix 42.7S 46.6W - Tomb of Adhorix - return to Ssavashka the Devoted 42.7S 46.6W,FALSE
mattekartreasuremapfound,Conquest,Verified,,Treasure Maps,,Mattekar Treasure Map Found,Mattekar Treasure Map Found,FALSE
mawpickedup,,Verified,Verified,Non-Quest,https://acportalstorm.com/wiki/Non-Quest,Pickup timer for Bloodmouth Maw.,Pickup timer for Bloodmouth Maw.,TRUE
maygetsword,,Verified,Verified,Frozen Fury,https://acportalstorm.com/wiki/Frozen_Fury,Player may pick up sword. See Sword of Frozen Fury; Mage Syltyn Rillon.,Glenden Wood 27.8N 24.7E - Speak with Mage Syltyn Rillon - Virindi Complex 73.8N 25.1E - Speak with Mage Syltyn Rillon - Sword of Frozen Fury Dais 29.6N 27.4E,TRUE
mayoimoarsmencomplete_0508,,Verified,,Moarsmen on the Shores (Mayoi),https://acportalstorm.com/wiki/Moarsmen_on_the_Shores_(Mayoi),Player has completed the Mayoi portion of Moarsmen on the Shores. See Guard Taizo. In Mayoi.,Mayoi 61.4S 82.5E - Speak with Guard Taizo - Mayoi Moarsman Fort 60.7S 83.0E - Kill Tainted Moarsmen for Rank Sea Invasion Key - Loot Small Tainted Egg from Coral Encrusted Chest - Speak with Guard Taizo,TRUE
maythefourth,Conquest,Verified,,May the Fourth,,Maythefourth,Maythefourth,FALSE
mehirresearchcomplete0310,,Verified,Verified,Menhir Research,https://acportalstorm.com/wiki/Menhir_Research,Menhir Research Timer of 20 Hours. See Menhir Ring One; Menhir Ring Two; Menhir Ring Three (among others).,Speak with Cara the Apprentice at Xarabydun 41.7S 15.8E - 45.3S 61.1W Menhir Ring - 46.2S 71.8W Menhir Ring - 14.0N 59.1E Rithwic Crypt - 65.4S 52.3E Menhir Ring - 88.0S 48.7E Ishilai Lyceum - 11.2S 43.6E Stone Ring - 69.7S 40.1E Menhir Ring - 61.7N 34.1E Menhir Ring - 41.9N 33.3E Holtburg Menhir Ring - 19.3N 17.7E Mount Alphus Menhir Ring - 8.2N 5.4E Standing Stone Outlook - 16.0N 1.8E Incomplete Menhir Ring - 87.3N 51.2E Devastated Falatacot Temple - 87.3N 41.6E Corrupted Falatacot Temple - 39.7S 83.6E Celestial Hand Stronghold - 86.4N 45.4E Aerfalle Sanctum - 51.5N 32.6E Northern Resonating Crystal - 82.7N 21.0E Aun Settlement - 14.0S 5.3E Tufa Menhir Ring - 49.2N 74.6W Menhir Ring - Return to Cara the Apprentice,TRUE
memorygamedroppedaxe,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've dropped the memory game axe. See Purple Room Arbiter; Statue; Blue Room Arbiter.,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
memorygamedroppedmace,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've dropped the memory game mace. See Statue; Blue Room Arbiter; Purple Room Arbiter (among others).,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
memorygamedroppedspear,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've dropped the memory game spear. See Green Room Arbiter; Statue; Blue Room Arbiter (among others).,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
memorygamedroppedsword,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've dropped the memory game sword. See Statue; Blue Room Arbiter; Purple Room Arbiter.,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
memorygamepickedupaxe,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've dropped the memory game axe.,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
memorygamepickedupmace,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've dropped the memory game mace.,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
memorygamepickedupspear,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've dropped the memory game spear.,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
memorygamepickedupsword,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've dropped the memory game sword.,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
memorygamereceivedinstructions,,Verified,Verified,Clutch of Kings (Rehir),https://acportalstorm.com/wiki/Clutch_of_Kings_(Rehir),You've received the memory game instructions. See Statue; Blue Room Arbiter; Purple Room Arbiter.,Speak with Watcher of the Dead 38.1S 47.3W - King 5 Rehir Part 1 38.1S 47.3W - King 5 Rehir Part 2 - King 5 Rehir Part 3 - King 5 Rehir Part 4 - Speak with Guard Lo Pan 25.7N 48.8E,FALSE
menacetsnote,,Verified,Verified,Elysa's Favor Quest,https://acportalstorm.com/wiki/Elysa's_Favor_Quest,Writ Nov Quest 2. Find/use Arcanum Envoy; A Near Illegible Note. In hotburg; shoushi; yaraq.,Speak with Sir Tenshin 32.8S 73.3E - Farmer's Basement 37.4S 75.5E - Speak with Dame Tsaya 21.0S 0.8W - Darkened Halls 20.7S 0.7E - Speak with Sir Rylanan 41.6N 34.2E - Asuger Temple 45.1N 30.4E - Witshire Dungeon 25.0N 37.8E - Hall of Hollows 25.0N 37.8E,FALSE
menhirresearchnpccounter,,Verified,Verified,Menhir Research,https://acportalstorm.com/wiki/Menhir_Research,Menhir Research Ring Counter. See Cara the Apprentice; Menhir Ring Fifteen; Menhir Ring Sixteen (among others).,Speak with Cara the Apprentice at Xarabydun 41.7S 15.8E - 45.3S 61.1W Menhir Ring - 46.2S 71.8W Menhir Ring - 14.0N 59.1E Rithwic Crypt - 65.4S 52.3E Menhir Ring - 88.0S 48.7E Ishilai Lyceum - 11.2S 43.6E Stone Ring - 69.7S 40.1E Menhir Ring - 61.7N 34.1E Menhir Ring - 41.9N 33.3E Holtburg Menhir Ring - 19.3N 17.7E Mount Alphus Menhir Ring - 8.2N 5.4E Standing Stone Outlook - 16.0N 1.8E Incomplete Menhir Ring - 87.3N 51.2E Devastated Falatacot Temple - 87.3N 41.6E Corrupted Falatacot Temple - 39.7S 83.6E Celestial Hand Stronghold - 86.4N 45.4E Aerfalle Sanctum - 51.5N 32.6E Northern Resonating Crystal - 82.7N 21.0E Aun Settlement - 14.0S 5.3E Tufa Menhir Ring - 49.2N 74.6W Menhir Ring - Return to Cara the Apprentice,TRUE
menhirresearchringscomplete,,Verified,Verified,Menhir Research,https://acportalstorm.com/wiki/Menhir_Research,Menhir Research Rings Complete Bitfield. See Cara the Apprentice; Menhir Ring One; Menhir Ring Two (among others).,Speak with Cara the Apprentice at Xarabydun 41.7S 15.8E - 45.3S 61.1W Menhir Ring - 46.2S 71.8W Menhir Ring - 14.0N 59.1E Rithwic Crypt - 65.4S 52.3E Menhir Ring - 88.0S 48.7E Ishilai Lyceum - 11.2S 43.6E Stone Ring - 69.7S 40.1E Menhir Ring - 61.7N 34.1E Menhir Ring - 41.9N 33.3E Holtburg Menhir Ring - 19.3N 17.7E Mount Alphus Menhir Ring - 8.2N 5.4E Standing Stone Outlook - 16.0N 1.8E Incomplete Menhir Ring - 87.3N 51.2E Devastated Falatacot Temple - 87.3N 41.6E Corrupted Falatacot Temple - 39.7S 83.6E Celestial Hand Stronghold - 86.4N 45.4E Aerfalle Sanctum - 51.5N 32.6E Northern Resonating Crystal - 82.7N 21.0E Aun Settlement - 14.0S 5.3E Tufa Menhir Ring - 49.2N 74.6W Menhir Ring - Return to Cara the Apprentice,TRUE
menhirrubbleapickup,,Verified,,Olthoi Queen Quest,https://acportalstorm.com/wiki/Olthoi_Queen_Quest,Player has picked up MenhirRubbleA_xp and cannot pick it up again for one day.,Marescent Plateau 50.1N 80.4W - East Fork Dam Hive 48.5N 76.4W - North Fork Dam Hive 51.4N 76.0W - Olthoi Dam Structure 48.8N 80.6W - Ring 1 53.0N 73.3W - Ring 2 49.2N 74.6W - Ring 3 46.5N 75.8W - Ring 4 44.7N 80.9W - Ring 5 50.1N 80.4W - Mount Elyrii Hive 48.5N 81.7W - Royal Hive - Timaru,TRUE
menhirrubblebpickup,,Verified,,Olthoi Queen Quest,https://acportalstorm.com/wiki/Olthoi_Queen_Quest,Player has picked up MenhirRubbleB_xp and cannot pick it up again for one day.,Marescent Plateau 50.1N 80.4W - East Fork Dam Hive 48.5N 76.4W - North Fork Dam Hive 51.4N 76.0W - Olthoi Dam Structure 48.8N 80.6W - Ring 1 53.0N 73.3W - Ring 2 49.2N 74.6W - Ring 3 46.5N 75.8W - Ring 4 44.7N 80.9W - Ring 5 50.1N 80.4W - Mount Elyrii Hive 48.5N 81.7W - Royal Hive - Timaru,TRUE
menhirrubblecpickup,,Verified,,Olthoi Queen Quest,https://acportalstorm.com/wiki/Olthoi_Queen_Quest,Player has picked up MenhirRubbleC_xp and cannot pick it up again for one day.,Marescent Plateau 50.1N 80.4W - East Fork Dam Hive 48.5N 76.4W - North Fork Dam Hive 51.4N 76.0W - Olthoi Dam Structure 48.8N 80.6W - Ring 1 53.0N 73.3W - Ring 2 49.2N 74.6W - Ring 3 46.5N 75.8W - Ring 4 44.7N 80.9W - Ring 5 50.1N 80.4W - Mount Elyrii Hive 48.5N 81.7W - Royal Hive - Timaru,TRUE
menhirrubbledpickup,,Verified,,Olthoi Queen Quest,https://acportalstorm.com/wiki/Olthoi_Queen_Quest,Player has picked up MenhirRubbleD_xp and cannot pick it up again for one day.,Marescent Plateau 50.1N 80.4W - East Fork Dam Hive 48.5N 76.4W - North Fork Dam Hive 51.4N 76.0W - Olthoi Dam Structure 48.8N 80.6W - Ring 1 53.0N 73.3W - Ring 2 49.2N 74.6W - Ring 3 46.5N 75.8W - Ring 4 44.7N 80.9W - Ring 5 50.1N 80.4W - Mount Elyrii Hive 48.5N 81.7W - Royal Hive - Timaru,TRUE
menhirrubbleepickup,,Verified,,Olthoi Queen Quest,https://acportalstorm.com/wiki/Olthoi_Queen_Quest,Player has picked up MenhirRubbleE_xp and cannot pick it up again for one day.,Marescent Plateau 50.1N 80.4W - East Fork Dam Hive 48.5N 76.4W - North Fork Dam Hive 51.4N 76.0W - Olthoi Dam Structure 48.8N 80.6W - Ring 1 53.0N 73.3W - Ring 2 49.2N 74.6W - Ring 3 46.5N 75.8W - Ring 4 44.7N 80.9W - Ring 5 50.1N 80.4W - Mount Elyrii Hive 48.5N 81.7W - Royal Hive - Timaru,TRUE
messengerscollar_pickup,,Verified,Verified,Messenger's Collar Quest,https://acportalstorm.com/wiki/Messenger's_Collar_Quest,Player has picked up the Messengers Collar.,Strange Swamp Temple 41.7S 49.2W - Kill Burun Messenger - Ikzisik Tika Ri Zikma 70.6N 14.5W - Collect Falatacot Tome - Speak with Fanzen San the Translator at Hebian-To,TRUE
messengerscollar_repeat,,Verified,Verified,Messenger's Collar Quest,https://acportalstorm.com/wiki/Messenger's_Collar_Quest,Player has completed Messengers Collar quest at least once. See Fanzen San the Translator.,Strange Swamp Temple 41.7S 49.2W - Kill Burun Messenger - Ikzisik Tika Ri Zikma 70.6N 14.5W - Collect Falatacot Tome - Speak with Fanzen San the Translator at Hebian-To,TRUE
metalhandedin,,Verified,,Haleatan Beach Camps,https://acportalstorm.com/wiki/Haleatan_Beach_Camps,See Camp Blacksmith.,See Camp Blacksmith.,FALSE
mgheasycompleted,,Verified,Verified,Monthly Game Hunter,https://acportalstorm.com/wiki/Monthly_Game_Hunter,Monthly Game Hunter Kill Task wait timer. See Rand; Game Hunter. In Holtburg.,Speak with Rand Game Hunter at Holtburg 42.2N 33.9E - Kill ten tagged creatures from current group - Return to Rand Game Hunter,TRUE
mghextremecompleted,,Verified,Verified,Monthly Game Hunter,https://acportalstorm.com/wiki/Monthly_Game_Hunter,Monthly Game Hunter Kill Task wait timer. See Rand; Game Hunter. In Holtburg.,Speak with Rand Game Hunter at Holtburg 42.2N 33.9E - Kill ten tagged creatures from current group - Return to Rand Game Hunter,TRUE
mghhardcompleted,,Verified,Verified,Monthly Game Hunter,https://acportalstorm.com/wiki/Monthly_Game_Hunter,Monthly Game Hunter Kill Task wait timer. See Rand; Game Hunter. In Holtburg.,Speak with Rand Game Hunter at Holtburg 42.2N 33.9E - Kill ten tagged creatures from current group - Return to Rand Game Hunter,TRUE
mghmoderatecompleted,,Verified,Verified,Monthly Game Hunter,https://acportalstorm.com/wiki/Monthly_Game_Hunter,Monthly Game Hunter Kill Task wait timer. See Rand; Game Hunter. In Holtburg.,Speak with Rand Game Hunter at Holtburg 42.2N 33.9E - Kill ten tagged creatures from current group - Return to Rand Game Hunter,TRUE
